IATA,Airport name,Country,City
SVH,Statesville Regional Airport,United States of America,Statesville
SVI,Eduardo Falla Solano Airport,Colombia,San Vicente Del Caguán
SVJ,"Svolvær Airport, Helle",Norway,Svolvær
SVK,Silver Creek Airport,Belize,Silver Creek
SVL,Savonlinna Airport,Finland,Savonlinna
SVN,Hunter Army Air Field,United States of America,Savannah
SVO,Sheremetyevo International Airport,Russia,Moscow
SVP,Kuito Airport,Angola,Kuito
SVQ,Sevilla Airport,Spain,Sevilla
SVS,Stevens Village Airport,United States of America,Stevens Village
SVT,Savuti Airport,Botswana,Savuti
SVU,Savusavu Airport,Fiji,Savusavu
SVV,San Salvador de Paul Airport,Venezuela,San Salvador de Paul
SVW,Sparrevohn LRRS Airport,United States of America,Sparrevohn
SVX,Koltsovo Airport,Russia,Yekaterinburg
SVZ,Juan Vicente Gómez International Airport,Venezuela,San Antonio del Tachira
SWA,Jieyang Chaoshan International Airport,China,Jieyang (Rongcheng)
SWB,Shaw River Airport,Australia,Shaw River
SWC,Stawell Airport,Australia,
SWD,Seward Airport,United States of America,Seward
SWE,Siwea Airport,Papua New Guinea,Siwea
SWF,New York Stewart International Airport,United States of America,Newburgh
SWG,Satwag Airport,Papua New Guinea,Satwag
SWH,Swan Hill Airport,Australia,
SWJ,Southwest Bay Airport,Vanuatu,Malekula Island
SWL,San Vicente Airport,Philippines,San Vicente
SWO,Stillwater Regional Airport,United States of America,Stillwater
SWP,Swakopmund Municipal Aerodrome,Namibia,Swakopmund
SWQ,Sultan Muhammad Kaharuddin III Airport,Indonesia,Sumbawa Besar
SWR,Silur Airport,Papua New Guinea,Silur Mission
SWS,Swansea Airport,United Kingdom,Swansea
SWT,Strezhevoy Airport,Russia,Strezhevoy
SWU,Suwon Airport,South Korea,Suwon
SWV,Severo-Evensk Airport,Russia,Evensk
SWW,Avenger Field,United States of America,Sweetwater
SWX,Shakawe Airport,Botswana,Shakawe
SWY,Sitiawan Airport,Malaysia,Sitiawan
SXA,Sialum Airport,Papua New Guinea,Sialum
SXB,Strasbourg Airport,France,Strasbourg
SXE,West Sale Airport,Australia,Sale
SXG,Senanga Airport,Zambia,Senanga
SXH,Sehulea Airport,Papua New Guinea,Sehulea
SXI,Siri Airport,Iran,Siri
SXJ,Shanshan Airport,China,Shanshan
SXK,Mathilda Batlayeri Airport,Indonesia,Saumlaki-Yamdena Island
SXL,Sligo Airport,Ireland,Sligo
SXM,Princess Juliana International Airport,Sint Maarten,Sint Maarten
SXN,Sua Pan Airport,Botswana,Sowa
SXO,São Félix do Araguaia Airport,Brazil,São Félix Do Araguaia
SXP,Nunam Iqua Airport,United States of America,Nunam Iqua
SXQ,Soldotna Airport,United States of America,Soldotna
SXR,Sheikh ul Alam International Airport,India,Srinagar
SXS,Sahabat [Sahabat 16] Airport,Malaysia,Sahabat
SXT,Sungai Tiang Airport,Malaysia,Taman Negara
SXU,Soddu Airport,Ethiopia,Soddu
SXV,Salem Airport,India,Salem
SXW,Sauren Airport,Papua New Guinea,Sauren
SXX,São Félix do Xingu Airport,Brazil,São Félix do Xingu
SXY,Sidney Municipal Airport,United States of America,Sidney
SXZ,Siirt Airport,Turkey,Siirt
SYA,Eareckson Air Station,United States of America,Shemya
SYC,Shiringayoc Airport,Peru,Shiringayoc
SYD,Sydney Kingsford Smith International Airport,Australia,Sydney (Mascot)
SYE,Sadah Airport,Yemen,Sa'dah
SYH,Syangboche Airport,Nepal,Namche Bazaar
SYI,Bomar Field / Shelbyville Municipal Airport,United States of America,Shelbyville
SYJ,Sirjan Airport,Iran,Sirjan
SYK,Stykkishólmur Airport,Iceland,Stykkishólmur
SYM,Pu'er Simao Airport,China,Pu'er
SYN,Stanton Airfield,United States of America,Dennison
SYO,Shonai Airport,Japan,Shonai
SYP,Ruben Cantu Airport,Panama,Santiago
SYQ,Tobías Bolaños International Airport,Costa Rica,San Jose
SYR,Syracuse Hancock International Airport,United States of America,Syracuse
SYS,Saskylakh Airport,Russia,Saskylakh
SYT,Saint-Yan Airport,France,"L'Hôpital-le-Mercier, Saône-et-Loire"
SYU,Warraber Island Airport,Australia,Sue Islet
SYV,Sylvester Airport,United States of America,Sylvester
SYW,Sehwan Sharif Airport,Pakistan,Sehwan Sharif
SYX,Sanya Phoenix International Airport,China,Sanya (Tianya)
SYY,Stornoway Airport,United Kingdom,"Stornoway, Western Isles"
SYZ,Shiraz Shahid Dastghaib International Airport,Iran,Shiraz
SZA,Soyo Airport,Angola,Soyo
SZB,Sultan Abdul Aziz Shah International Airport,Malaysia,Subang
SZE,Semera Airport,Ethiopia,Semera
SZF,Samsun-Çarşamba Airport,Turkey,Samsun
SZG,Salzburg Airport,Austria,Salzburg
SZI,Zaysan Airport,Kazakhstan,Zaysan
SZJ,Siguanea Airport,Cuba,Isla de la Juventud
SZK,Skukuza Airport,South Africa,Skukuza
SZL,Whiteman Air Force Base,United States of America,Knob Noster
SZM,Sesriem Airport,Namibia,Sesriem
SZN,Santa Cruz Island Airport,United States of America,Santa Cruz Island
SZP,Santa Paula Airport,United States of America,Santa Paula
SZR,Stara Zagora Airport,Bulgaria,Stara Zagora
SZS,Ryan's Creek Aerodrome,New Zealand,Oban
SZV,Suzhou Guangfu Airport,China,Suzhou
SZX,Shenzhen Bao'an International Airport,China,Shenzhen (Bao'an)
SZY,Olsztyn-Mazury Airport,Poland,Szymany
SZZ,Solidarity Szczecin–Goleniów Airport,Poland,Glewice
TAB,A.N.R. Robinson International Airport,Trinidad and Tobago,Scarborough
TAC,Daniel Z. Romualdez Airport,Philippines,Tacloban City
TAD,Perry Stokes Airport,United States of America,Trinidad
TAE,Daegu Airport,South Korea,Daegu
TAF,Oran Tafraoui Airport,Algeria,Tafraoui
TAG,Bohol-Panglao International Airport,Philippines,Panglao
TAH,Whitegrass Airport,Vanuatu,Tanna Island
TAI,Ta'izz International Airport,Yemen,Ta'izz
TAJ,Tadji Airport,Papua New Guinea,Aitape
TAK,Takamatsu Airport,Japan,Takamatsu
TAL,Ralph M Calhoun Memorial Airport,United States of America,Tanana
TAM,General Francisco Javier Mina International Airport,Mexico,Tampico
TAN,Tangalooma Airport,Australia,
TAO,Qingdao Jiaodong International Airport,China,Qingdao (Jiaozhou)
TAP,Tapachula International Airport,Mexico,Tapachula
TAQ,Tarcoola Airport,Australia,Tarcoola
TAR,Taranto-Grottaglie Marcello Arlotta Airport,Italy,Grottaglie
TAS,Tashkent International Airport,Uzbekistan,Tashkent
TAT,Poprad-Tatry Airport,Slovakia,Poprad
TAU,Tauramena Airport,Colombia,Tauramena
TAW,Tacuarembo Airport,Uruguay,Tacuarembo
TAX,Taliabu Island Airport,Indonesia,Tikong-Taliabu Island
TAY,Tartu Airport,Estonia,Reola
TAZ,Daşoguz Airport,Turkmenistan,Daşoguz
TBB,Dong Tac Airport,Vietnam,Tuy Hoa
TBC,Tuba City Airport,United States of America,Tuba City
TBE,Timbunke Airport,Papua New Guinea,Timbunke
TBF,Tabiteuea North Airport,Kiribati,
TBG,Tabubil Airport,Papua New Guinea,Tabubil
TBH,Tugdan Airport,Philippines,Tablas Island
TBI,New Bight Airport,Bahamas,Cat Island
TBJ,Tabarka-Aïn Draham International Airport,Tunisia,Tabarka
TBK,Timber Creek Airport,Australia,
TBL,Tableland Homestead Airport,Australia,
TBM,Tumbang Samba Airport,Indonesia,Tumbang Samba-Borneo Island
TBN,Waynesville-St. Robert Regional Airport-Forney Field,United States of America,Fort Leonard Wood
TBO,Tabora Airport,Tanzania,Tabora
TBP,Captain Pedro Canga Rodríguez International Airport,Peru,Tumbes
TBQ,Tarabo Airport,Papua New Guinea,Tarabo
TBR,Statesboro Bulloch County Airport,United States of America,Statesboro
TBS,Tbilisi International Airport,Georgia,Tbilisi
TBT,Tabatinga Airport,Brazil,Tabatinga
TBU,Fua'amotu International Airport,Tonga,Nuku'alofa
TBV,Tabal Airstrip,Marshall Islands,Tabal Island
TBW,Donskoye Airport,Russia,Tambov
TBY,Tshabong Airport,Botswana,Tshabong
TBZ,Tabriz International Airport,Iran,Tabriz
TCA,Tennant Creek Airport,Australia,Tennant Creek
TCB,Treasure Cay Airport,Bahamas,Treasure Cay
TCC,Tucumcari Municipal Airport,United States of America,Tucumcari
TCD,Tarapacá Airport,Colombia,Tarapacá
TCE,Tulcea Danube Delta Airport,Romania,Mihail Kogălniceanu
TCG,Tacheng Qianquan Airport,China,Tacheng
TCH,Tchibanga Airport,Gabon,Tchibanga
TCJ,Torembi Airport,Papua New Guinea,Torembi
TCK,Tinboli Airport,Papua New Guinea,Tinboli
TCL,Tuscaloosa National Airport,United States of America,Tuscaloosa
TCM,McChord Air Force Base,United States of America,Tacoma
TCN,Tehuacán National Airport,Mexico,Tehuacán
TCO,La Florida Airport,Colombia,Tumaco
TCP,Taba International Airport,Egypt,Taba
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Peru,Tacna
TCR,Tuticorin Airport,India,Vagaikulam
TCS,Truth or Consequences Municipal Airport,United States of America,Truth or Consequences
TCT,Takotna Airport,United States of America,Takotna
TCU,Thaba Nchu Tar Airport,South Africa,Homeward
TCW,Tocumwal Airport,Australia,
TCX,Tabas Airport,Iran,Tabas
TCY,Terrace Bay Airport,Namibia,Terrace Bay
TCZ,Tengchong Tuofeng Airport,China,Baoshan (Tengchong)
TDA,Trinidad Airport,Colombia,Trinidad
TDB,Tetebedi Airport,Papua New Guinea,Tetebedi
TDD,Teniente Av. Jorge Henrich Arauz Airport,Bolivia,Trinidad
TDG,Tandag Airport,Philippines,Tandag
TDJ,Tadjoura Airport,Djibouti,Tadjoura
TDK,Taldykorgan Airport,Kazakhstan,Taldykorgan
TDL,Héroes de Malvinas Airport,Argentina,Tandil
TDN,Theda Station Airport,Australia,Drysdale River
TDO,Ed Carlson Memorial Field South Lewis County Airport,United States of America,Toledo
TDP,Trompeteros Airport,Peru,Corrientes
TDR,Theodore Airport,Australia,
TDS,Sasereme Airport,Papua New Guinea,Sasereme
TDT,Tanda Tula Airport,South Africa,Timbavati
TDV,Samangoky Airport,Madagascar,Tanandava
TDW,Tradewind Airport,United States of America,Amarillo
TDX,Trat Airport,Thailand,Laem Ngop
TDZ,Toledo Executive Airport,United States of America,Toledo
TEA,Tela Airport,Honduras,Tela
TEB,Teterboro Airport,United States of America,Teterboro
TEC,Telêmaco Borba Airport,Brazil,Telêmaco Borba
TED,Thisted Airport,Denmark,Thisted
TEE,Cheikh Larbi Tébessi Airport,Algeria,Tébessi
TEF,Telfer Airport,Australia,
TEG,Tenkodogo Airport,Burkina Faso,Tenkodogo
TEI,Tezu Airport,India,Tezu
TEK,Tatitlek Airport,United States of America,Tatitlek
TEL,Telupid Airport,Malaysia,Telupid
TEM,Temora Airport,Australia,Temora
TEN,Tongren Fenghuang Airport,China,Tongren (Daxing)
TEO,Terapo Airport,Papua New Guinea,Terapo Mission
TEP,Tep Tep Airport,Papua New Guinea,Teptep
TEQ,Tekirdağ Çorlu Airport,Turkey,Çorlu
TER,Lajes Airport,Portugal,Praia da Vitória
TES,Tessenei Airport,Eritrea,Tessenei
TET,Chingozi Airport,Mozambique,Tete
TEU,Manapouri Airport,New Zealand,
TEV,Teruel Airport,Spain,Teruel
TEX,Telluride Regional Airport,United States of America,Telluride
TEY,Þingeyri Airport,Iceland,Þingeyri
TEZ,Tezpur Airport,India,
TFB,Tifalmin Airport,Papua New Guinea,Tifalmin
TFF,Tefé Airport,Brazil,Tefé
TFI,Tufi Airport,Papua New Guinea,Tufi
TFL,Juscelino Kubitscheck Airport,Brazil,Teófilo Otoni
TFM,Telefomin Airport,Papua New Guinea,Telefomin
TFN,Tenerife Norte-Ciudad de La Laguna Airport,Spain,Tenerife
TFS,Tenerife Sur Airport,Spain,Tenerife
TFT,Taftan Airport,Pakistan,Taftan
TFU,Chengdu Tianfu International Airport,China,Chengdu (Jianyang)
TGC,Tanjung Manis Airport,Malaysia,Belawai
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Montenegro,Podgorica
TGG,Sultan Mahmud Airport,Malaysia,Kuala Terengganu
TGH,Tongoa Airport,Vanuatu,Tongoa Island
TGI,Tingo Maria Airport,Peru,Tingo Maria
TGJ,Tiga Airport,New Caledonia,Tiga
TGK,Taganrog Yuzhny Airport,Russia,Taganrog
TGL,Tagula Airport,Papua New Guinea,Sudest Island
TGM,Târgu Mureş Transilvania International Airport,Romania,Recea
TGN,Latrobe Valley Airport,Australia,Morwell
TGO,Tongliao Airport,China,Tongliao
TGP,Podkamennaya Tunguska Airport,Russia,Bor
TGQ,Tangará da Serra Airport,Brazil,Tangará da Serra
TGR,Touggourt Sidi Madhi Airport,Algeria,Touggourt
TGS,Chokwé Airport,Mozambique,Chokwé
TGT,Tanga Airport,Tanzania,Tanga
TGU,Toncontín International Airport,Honduras,Tegucigalpa
TGZ,Angel Albino Corzo International Airport,Mexico,Tuxtla Gutiérrez
THA,Tullahoma Regional Airport William Northern Field,United States of America,Tullahoma
THB,Thaba-Tseka Airport,Lesotho,Thaba-Tseka
THC,Tchien Airport,Liberia,Zwedru
THD,Tho Xuan Airport,Vietnam,Thanh Hóa
THE,Senador Petrônio Portela Airport,Brazil,Teresina
THG,Thangool Airport,Australia,Biloela
THH,Taharoa Aerodrome,New Zealand,Taharoa
THI,Tichitt Airport,Mauritania,Tichitt
THK,Thakhek Airport,Laos,Thakhek
THL,Tachileik Airport,Myanmar,Tachileik
THM,Thompson Falls Airport,United States of America,Thompson Falls
THN,Trollhättan-Vänersborg Airport,Sweden,Trollhättan
THO,Þórshöfn Airport,Iceland,Þórshöfn
THP,Hot Springs County Airport,United States of America,Thermopolis
THQ,Tianshui Maijishan Airport,China,Tianshui (Maiji)
THR,Mehrabad International Airport,Iran,Tehran
THS,Sukhothai Airport,Thailand,
THT,Tamchakett Airport,Mauritania,Tamchakett
THU,Pituffik Space Base,Greenland,Pituffik
THV,York Airport,United States of America,Thomasville
THX,Turukhansk Airport,Russia,Turukhansk
THY,Thohoyandou Airport,South Africa,Thohoyandou
THZ,Tahoua Airport,Niger,Tahoua
TIA,Tirana International Airport Mother Teresa,Albania,Rinas
TIB,Tibú Airport,Colombia,Tibú
TIC,Tinak Airport,Marshall Islands,Arno Atoll
TID,Abdelhafid Boussouf Bou Chekif Airport,Algeria,Tiaret
TIE,Tippi Airport,Ethiopia,Tippi
TIF,Ta’if Regional Airport,Saudi Arabia,Ta’if
TIH,Tikehau Airport,French Polynesia,Tuherahera
TII,Tarinkot Airport,Afghanistan,Tarinkot
TIJ,General Abelardo L. Rodriguez International Airport,Mexico,Tijuana
TIK,Tinker Air Force Base,United States of America,Oklahoma City
TIL,Cheadle Airport,Canada,Cheadle
TIM,Mozes Kilangin Airport,Indonesia,Timika
TIN,Tindouf Airport,Algeria,Tindouf
TIO,Tilin Airport,Myanmar,Tilin
TIQ,Tinian International Airport,Northern Mariana Islands,Tinian Island
TIR,Tirupati Airport,India,Tirupati
TIU,Timaru Airport,New Zealand,
TIV,Tivat Airport,Montenegro,Tivat
TIW,Tacoma Narrows Airport,United States of America,Tacoma
TIX,Space Coast Regional Airport,United States of America,Titusville
TIY,Tidjikja Airport,Mauritania,Tidjikja
TIZ,Tari Airport,Papua New Guinea,Tari
TJA,Capitan Oriel Lea Plaza Airport,Bolivia,Tarija
TJB,Raja Haji Abdullah Airport,Indonesia,Tanjung Balai-Karinmunbesar Island
TJC,Ticantiquí Airport,Panama,Ticantiquí
TJG,Warukin Airport,Indonesia,Tanta-Tabalong
TJH,Konotori Tajima Airport,Japan,Toyooka
TJI,Trujillo Airport,Honduras,Trujillo
TJK,Tokat Airport,Turkey,Tokat
TJL,Plínio Alarcom Airport,Brazil,Três Lagoas
TJM,Roshchino International Airport,Russia,Tyumen
TJN,Takume Airport,French Polynesia,Takume
TJQ,H A S Hanandjoeddin International Airport,Indonesia,Tanjung Pandan
TJS,Tanjung Harapan Airport,Indonesia,Tanjung Selor-Borneo Island
TJU,Kulob Airport,Tajikistan,Kulyab
TJV,Thanjavur Air Force Station,India,Thanjavur
TKA,Talkeetna Airport,United States of America,Talkeetna
TKB,Tekadu Airport,Papua New Guinea,Tekadu
TKC,Tiko Airport,Cameroon,Tiko
TKD,Takoradi Airport,Ghana,Sekondi-Takoradi
TKF,Truckee Tahoe Airport,United States of America,Truckee
TKG,Radin Inten II International Airport,Indonesia,Bandar Lampung
TKH,Takhli Airport,Thailand,
TKJ,Tok Junction Airport,United States of America,Tok
TKK,Chuuk International Airport,Federated States of Micronesia,Weno Island
TKM,Taksimo Airport,Russia,Taksimo
TKN,Tokunoshima Airport,Japan,Amagi
TKO,Tlokoeng Airport,Lesotho,Tlokoeng
TKP,Takapoto Airport,French Polynesia,
TKQ,Kigoma Airport,Tanzania,Kigoma
TKR,Thakurgaon Airport,Bangladesh,Thakurgaon
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Japan,Tokushima
TKT,Tak Airport,Thailand,
TKU,Turku Airport,Finland,Turku
TKV,Tatakoto Airport,French Polynesia,Tatakoto
TKW,Tekin Airport,Papua New Guinea,Tekin
TKX,Takaroa Airport,French Polynesia,
TKY,Turkey Creek Airport,Australia,Turkey Creek
TKZ,Tokoroa Airfield,New Zealand,Tokoroa
TLA,Teller Airport,United States of America,Teller
TLB,Tarbela Dam Airport,Pakistan,Tarbela
TLC,Adolfo López Mateos International Airport,Mexico,Toluca
TLD,Tuli Lodge Airport,Botswana,Tuli Lodge
TLE,Toliara Airport,Madagascar,Toliara
TLF,Telida Airport,United States of America,Telida
TLH,Tallahassee Regional Airport,United States of America,Tallahassee
TLI,Sultan Bantilan Airport,Indonesia,Toli Toli-Celebes Island
TLJ,Tatalina LRRS Airport,United States of America,Takotna
TLK,Talakan Airport,Russia,Talakan Oil Field
TLL,Lennart Meri Tallinn Airport,Estonia,Tallinn
TLM,Zenata – Messali El Hadj Airport,Algeria,Zenata
TLN,Toulon-Hyères Airport,France,"Hyères, Var"
TLO,Tol Airport,Papua New Guinea,Tol
TLP,Tumolbil Airport,Papua New Guinea,Tumolbil
TLQ,Turpan Jiaohe Airport,China,Turpan
TLR,Mefford Field,United States of America,Tulare
TLS,Toulouse-Blagnac Airport,France,Toulouse/Blagnac
TLT,Tuluksak Airport,United States of America,Tuluksak
TLU,Golfo de Morrosquillo Airport,Colombia,Santiago de Tolú
TLV,Ben Gurion International Airport,Israel,Tel Aviv
TLW,Talasea Airport,Papua New Guinea,Talasea
TLX,Panguilemo Airport,Chile,Talca
TLY,Plastun Airport,Russia,Plastun
TLZ,Catalão Airport,Brazil,Catalão
TMA,Henry Tift Myers Airport,United States of America,Tifton
TMB,Miami Executive Airport,United States of America,Miami
TMC,Tambolaka Airport,Indonesia,Radamata
TMD,Timbedra Airport,Mauritania,Timbedra
TME,Gustavo Vargas Airport,Colombia,Tame
TMF,Thimarafushi Airport,Maldives,Thimarafushi
TMG,Tomanggong Airport,Malaysia,Tomanggong
TMH,Tanah Merah Airport,Indonesia,Tanah Merah
TMI,Tumling Tar Airport,Nepal,Tumling Tar
TMJ,Termez Airport,Uzbekistan,Termez
TML,Tamale Airport,Ghana,Tamale
TMM,Toamasina Ambalamanasy Airport,Madagascar,Toamasina
TMN,Tamana Island Airport,Kiribati,Tamana Island
